,titulos,enlaces,precios,habitaciones,baños,metros_cuadrados,ciudades,region
350,"ENTRECERROS, Apartamento en Venta en Comuna 7, Villavicencio",https://www.fincaraiz.com.co/proyectos-vivienda/entrecerros-apartamentos-en-venta-en-comuna-7-villavicencio/7744068,989000000,3,4,139.14,villavicencio,Orinoquía
351,"LIRA, Apartamento en Venta en Ub. el parque, Soledad",https://www.fincaraiz.com.co/proyectos-vivienda/lira-apartamentos-en-venta-en-ub-el-parque-soledad/10308087,370900000,3,2,70,soledad,desconocido
352,"RESERVA DE ANDALUCIA, Apartamento en Venta en El tejar, Bucaramanga",https://www.fincaraiz.com.co/proyectos-vivienda/reserva-de-andalucia-apartamentos-en-venta-en-el-tejar-bucaramanga/15017160,1573618000,5,6,186.8,bucaramanga,Andina
353,"San Lucas La Quinta, Apartamento en Venta en Algarra iii, Zipaquirá",https://www.fincaraiz.com.co/proyectos-vivienda/san-lucas-la-quinta-apartamentos-en-venta-en-zipaquira/15017187,230600000,2,2,51.09,zipaquirá,desconocido
354,"CIUDAD SAN JUAN, Lote en Venta en Girón, Bucaramanga",https://www.fincaraiz.com.co/proyectos-vivienda/ciudad-san-juan-lotes-en-venta-en-giron-bucaramanga/15017424,94900000,0,0,54,bucaramanga,Andina
355,"TORRE MACUIRA, Apartamento en Venta en Avenida Centenario, Armenia",https://www.fincaraiz.com.co/proyectos-vivienda/torre-macuira-apartamentos-en-venta-en-avenida-centenario-armenia/10198451,439452000,1,1,56.34,armenia,Andina
356,"El Alba en Mallorquín, Apartamento en Venta en Conjunto residencial villa campestre, Barranquilla",https://www.fincaraiz.com.co/proyectos-vivienda/el-alba-en-mallorquin-apartamentos-en-venta-en-ciudad-mallorquin-barranquilla/7055808,181000000,2,2,58,barranquilla,Caribe
357,"Ciudad del Parque Tayrona I, Apartamento en Venta en Siete de abril, Barranquilla",https://www.fincaraiz.com.co/proyectos-vivienda/ciudad-del-parque-tayrona-i-apartamentos-en-venta-en-siete-de-abril-barranquilla/15017225,213525000,2,2,58.76,barranquilla,Caribe
358,"LA BAHIA, Apartamento en Venta en La felicidad, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/la-bahia-apartamentos-en-venta-en-la-felicidad-bogota/6517041,618980000,3,2,73,bogotá,Orinoquía
359,"ENTREMADEROS, Apartamento en Venta en Circasia",https://www.fincaraiz.com.co/proyectos-vivienda/entremaderos-apartamentos-en-venta-en-circasia/6362955,1313040000,4,3,176.5,circasia,desconocido
360,"KUNDARA CASAS CAMPESTRES, Casa Campestre en Venta en Cota",https://www.fincaraiz.com.co/proyectos-vivienda/kundara-casas-campestres-casas-campestres-en-venta-en-cota/15017306,860671000,3,3,91.15,cota,desconocido
361,"FLORECER, Apartamento en Venta en Campo verde, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/florecer-apartamentos-en-venta-en-campo-verde-bogota/7926017,184900000,3,1,42.56,bogotá,Orinoquía
362,"Miraflores del Valle, Apartamento en Venta en Villa paraiso, Piedecuesta",https://www.fincaraiz.com.co/proyectos-vivienda/miraflores-del-valle-apartamentos-en-venta-en-villa-paraiso-piedecuesta/15017195,162385000,2,2,56.25,piedecuesta,desconocido
363,"OPEN C60, Apartamento en Venta en Chapinero, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/open-c60-apartamentos-en-venta-en-chapinero-bogota/15017243,250000000,1,1,26.33,bogotá,Orinoquía
364,"JARDIN IMPERIAL, Apartamento en Venta en Providencia, Cartagena",https://www.fincaraiz.com.co/proyectos-vivienda/jardin-imperial-apartamentos-en-venta-en-providencia-cartagena/7766199,228914000,2,2,60.69,cartagena,Caribe
365,"URBANIA ECO, Apartamento en Venta en Fontibon, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/urbania-eco-apartamentos-en-venta-en-brisas-aldea-fontibon-bogota/7419413,188690000,2,1,40.67,bogotá,Orinoquía
366,"El Jardín Laurel, Apartamento en Venta en La esperanza, Cartagena",https://www.fincaraiz.com.co/proyectos-vivienda/el-jardin-laurel-apartamentos-en-venta-en-la-esperanza-cartagena/15017168,213525000,2,2,63.15,cartagena,Caribe
367,"Ciudad del Parque Los Flamencos, Apartamento en Venta en Soledad",https://www.fincaraiz.com.co/proyectos-vivienda/ciudad-del-parque-los-flamencos-apartamentos-en-venta-en-soledad/15017224,197316000,1,2,42.38,soledad,desconocido
368,"ZOLEA GOLDEN LIVING, Apartaestudio en Venta en El Caimo, Armenia",https://www.fincaraiz.com.co/proyectos-vivienda/zolea-golden-living-apartaestudios-en-venta-en-el-caimo-armenia/15016622,419728500,1,1,47.15,armenia,Andina
369,"MARANI RODADERO, Apartamento en Venta en Rodadero, Santa marta",https://www.fincaraiz.com.co/proyectos-vivienda/marani-rodadero-apartamentos-en-venta-en-rodadero-santa-marta/10069477,314748500,1,1,32,santa marta,Caribe
370,"MAGNOLIO, Apartamento en Venta en La estancia, Madrid",https://www.fincaraiz.com.co/proyectos-vivienda/magnolio-apartamentos-en-venta-en-la-estancia-madrid/7299862,213525000,2,1,52,madrid,desconocido
371,"PORTAL DE LA LOMA, Apartamento en Venta en Portanova, Piedecuesta",https://www.fincaraiz.com.co/proyectos-vivienda/portal-de-la-loma-apartamentos-en-venta-en-portanova-piedecuesta/15017172,286047000,3,2,65.37,piedecuesta,desconocido
372,"ENTREVERDE CLUB, Apartamento en Venta en Nueva zelandia, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/entreverde-club-apartamentos-en-venta-en-nueva-zelandia-bogota/4916503,214000000,1,1,27.67,bogotá,Orinoquía
373,"SEROA, Apartamento en Venta en Avenida Centenario, Armenia",https://www.fincaraiz.com.co/proyectos-vivienda/seroa-apartamentos-en-venta-en-avenida-centenario-armenia/15017450,240000000,1,1,36.98,armenia,Andina
374,"CARIBBEAN BEACH RESORT, Apartamento en Venta en Pozos Colorados, Santa marta",https://www.fincaraiz.com.co/proyectos-vivienda/caribbean-beach-resort-apartamentos-en-venta-en-pozos-colorados-santa-marta/15017451,476701000,1,1,35.79,santa marta,Caribe
375,"ÁKI, Apartamento en Venta en Bello",https://www.fincaraiz.com.co/proyectos-vivienda/aki-apartamentos-en-venta-en-bello/7656909,335988790,2,2,50.65,bello,desconocido
376,"Terraza de Miraflores, Apartamento en Venta en Centro, Piedecuesta",https://www.fincaraiz.com.co/proyectos-vivienda/terraza-de-miraflores-apartamentos-en-venta-en-piedecuesta/2393475,195000000,2,2,51.02,piedecuesta,desconocido
377,"AUSTRO CUATRO VIENTOS, Apartamento en Venta en Montevideo, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/austro-cuatro-vientos-apartamentos-en-venta-en-montevideo-bogota/5829490,407000000,2,2,58,bogotá,Orinoquía
378,"ARBOREA, Apartamento en Venta en Las villas, Zipaquirá",https://www.fincaraiz.com.co/proyectos-vivienda/arborea-apartamentos-en-venta-en-las-villas-zipaquira/6969866,284204668,3,2,61.57,zipaquirá,desconocido
379,"PORTALES DE GRANADA, Apartamento en Venta en Engativá, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/portales-de-granada-apartamentos-en-venta-en-engativa-bogota/10190283,500000000,3,2,88,bogotá,Orinoquía
380,"ZEFIRO, Apartamento en Venta en Novaterra, Mosquera",https://www.fincaraiz.com.co/proyectos-vivienda/zefiro-apartamentos-en-venta-en-novaterra-mosquera/6969701,193140000,2,1,42.3,mosquera,desconocido
381,"SANTA MARIA DEL BUQUE, Apartamento en Venta en Esperanza, Villavicencio",https://www.fincaraiz.com.co/proyectos-vivienda/santa-maria-del-buque-apartamentos-en-venta-en-esperanza-villavicencio/10187111,1092580000,3,3,134.81,villavicencio,Orinoquía
382,"ACANTO 2, Apartamento en Venta en Mosquera",https://www.fincaraiz.com.co/proyectos-vivienda/acanto-2-apartamentos-en-venta-en-mosquera/6688163,217999000,2,2,38.5,mosquera,desconocido
383,"CAÑAVIVA, Apartamento en Venta en La glorieta, Pereira",https://www.fincaraiz.com.co/proyectos-vivienda/cañaviva-apartamentos-en-venta-en-la-glorieta-pereira/4913502,299000000,1,2,40,pereira,Andina
384,"LORETO APARTAMENTOS VIP IBAGUÉ, Apartamento en Venta en Ub. fuente real, Ibagué",https://www.fincaraiz.com.co/proyectos-vivienda/loreto-apartamentos-vip-ibague-apartamentos-en-venta-en-nuevo-bilbao-ibague/15017440,137082817,2,2,41.47,ibagué,Andina
385,"SANTA BARBARA CLUB HOUSE, Casa en Venta en Conjunto residencial villa campestre, Barranquilla",https://www.fincaraiz.com.co/proyectos-vivienda/santa-barbara-club-house-casas-en-venta-en-puerto-colombia/6809342,1450000000,3,3,191,barranquilla,Caribe
386,"CEREZO, Apartamento en Venta en Lagos de Torca, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/cerezo-apartamentos-en-venta-en-lagos-de-torca-bogota/6382051,559000000,2,2,69,bogotá,Orinoquía
387,"FIORENTTI, Apartamento en Venta en Ternera, Cartagena",https://www.fincaraiz.com.co/proyectos-vivienda/fiorentti-apartamentos-en-venta-en-ternera-cartagena/10656397,454945000,3,2,84.67,cartagena,Caribe
388,"SONATTO, Apartamento en Venta en Machado, Copacabana",https://www.fincaraiz.com.co/proyectos-vivienda/sonatto-apartamentos-en-venta-en-machado-copacabana/7086228,228500000,3,2,55.21,copacabana,desconocido
389,"NIZA 92, Apartamento en Venta en El poblado, Barranquilla",https://www.fincaraiz.com.co/proyectos-vivienda/niza-92-apartamentos-en-venta-en-el-poblado-barranquilla/15016932,474000000,3,2,79,barranquilla,Caribe
390,"SOLARE, Apartamento en Venta en Las villas, Zipaquirá",https://www.fincaraiz.com.co/proyectos-vivienda/solare-apartamentos-en-venta-en-las-villas-zipaquira/7426161,195000000,3,2,50.7,zipaquirá,desconocido
391,"BAVIERA, Apartamento en Venta en Prados de la Sabana, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/baviera-apartamentos-en-venta-en-prados-de-la-sabana-bogota/15017164,658095000,3,2,65.57,bogotá,Orinoquía
392,"HACIENDA CAMPESTRE, Casa en Venta en Caicedonia",https://www.fincaraiz.com.co/proyectos-vivienda/hacienda-campestre-casas-en-venta-en-caicedonia/15017088,250200000,3,4,92,caicedonia,desconocido
393,"ALCALÁ, Casa en Venta en Siberia, Cota",https://www.fincaraiz.com.co/proyectos-vivienda/alcala-casas-en-venta-en-siberia-cota/7117233,1850000000,4,4,172,cota,desconocido
394,"PROVENZA REGENZY, Apartamento en Venta en Suba, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/provenza-regenzy-apartamentos-en-venta-en-suba-bogota/15017480,897060000,2,2,70,bogotá,Orinoquía
395,"LA MACARENA, Apartamento en Venta en Mt centauros, Villavicencio",https://www.fincaraiz.com.co/proyectos-vivienda/la-macarena-apartamentos-en-venta-en-cr-gratamira-villavicencio/15017274,430000000,3,2,75,villavicencio,Orinoquía
396,"PROVENZA IMPERIAL, Apartamento en Venta en Lagos de Cordoba, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/provenza-imperial-apartamentos-en-venta-en-lagos-de-cordoba-bogota/15017161,1866538000,3,5,167.94,bogotá,Orinoquía
397,"HELICONIAS, Apartamento en Venta en Nuevo Sotomayor, Bucaramanga",https://www.fincaraiz.com.co/proyectos-vivienda/heliconias-apartamentos-en-venta-en-la-concordia-bucaramanga/10230671,246400000,3,2,60.67,bucaramanga,Andina
398,"FLORA, Apartamento en Venta en Cerritos, Pereira",https://www.fincaraiz.com.co/proyectos-vivienda/flora-apartamentos-en-venta-en-el-poblado-i-etapa-pereira/15017091,221297000,1,1,37.3,pereira,Andina
399,"Ciudad del Parque Salamanca, Apartamento en Venta en El manantial, Soledad",https://www.fincaraiz.com.co/proyectos-vivienda/ciudad-del-parque-salamanca-apartamentos-en-venta-en-soledad/15017222,174200000,2,2,52.07,soledad,desconocido
400,"CITYLIVE HUNDRED, Apartamento en Venta en Barrios Unidos, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/citylive-hundred-apartamentos-en-venta-en-barrios-unidos-bogota/15017515,230607000,1,1,19,bogotá,Orinoquía
401,"PLAYA SANTUA SIERRA, Apartamento en Venta en Pozos Colorados, Santa marta",https://www.fincaraiz.com.co/proyectos-vivienda/playa-santua-sierra-apartamentos-en-venta-en-pozos-colorados-santa-marta/15017057,522500000,1,1,39.5,santa marta,Caribe
402,"Praia Tower House, Apartamento en Venta en Crespo, Cartagena",https://www.fincaraiz.com.co/proyectos-vivienda/praia-tower-house-apartamentos-en-venta-en-crespo-cartagena/10718645,590000000,2,3,91.42,cartagena,Caribe
403,"Ciudad La Salle Chamonix, Apartamento en Venta en Alameda, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/ciudad-la-salle-chamonix-apartamentos-en-venta-en-alameda-bogota/15017178,140261000,1,1,30.09,bogotá,Orinoquía
404,"INIZZIA, Apartamento en Venta en Lagos de Torca, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/inizzia-apartamentos-en-venta-en-lagos-de-torca-bogota/15017477,210956459,1,1,26.1,bogotá,Orinoquía
405,"Puerta Dorada La Isla, Apartamento en Venta en Miramar, Barranquilla",https://www.fincaraiz.com.co/proyectos-vivienda/puerta-dorada-la-isla-apartamentos-en-venta-en-miramar-barranquilla/15017215,195000000,2,2,48.53,barranquilla,Caribe
406,"MARQUESA DE LA ANTIGUA, Apartamento en Venta en La estrella",https://www.fincaraiz.com.co/proyectos-vivienda/marquesa-de-la-antigua-apartamentos-en-venta-en-la-estrella/15016826,404400000,2,2,62.45,la estrella,desconocido
407,"ARBOLEDA CAMPESTRE, Apartamento en Venta en Comuna 8, Villavicencio",https://www.fincaraiz.com.co/proyectos-vivienda/arboleda-campestre-apartamentos-en-venta-en-comuna-8-villavicencio/7762389,152338000,1,1,31,villavicencio,Orinoquía
408,"MARENA, Apartamento en Venta en Pozos Colorados, Santa marta",https://www.fincaraiz.com.co/proyectos-vivienda/marena-apartamentos-en-venta-en-pozos-colorados-santa-marta/15016987,326498220,1,1,30.98,santa marta,Caribe
409,"INGÁ, Apartamento en Venta en El dorado, Pereira",https://www.fincaraiz.com.co/proyectos-vivienda/inga-apartamentos-en-venta-en-el-poblado-i-etapa-pereira/15017090,384000000,3,2,63.62,pereira,Andina
410,"RESERVA DE GRANADA 6, Apartamento en Venta en Engativá, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/reserva-de-granada-6-apartamentos-en-venta-en-engativa-bogota/6914894,504000000,3,2,81,bogotá,Orinoquía
411,"CANTABRIA, Apartamento en Venta en Engativá, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/cantabria-apartamentos-en-venta-en-engativa-bogota/4812717,620000000,2,2,72,bogotá,Orinoquía
412,"Bulan Sky Line, Apartamento en Venta en La Boquilla, Cartagena",https://www.fincaraiz.com.co/proyectos-vivienda/bulan-sky-line-apartamentos-en-venta-en-cielo-mar-cartagena/10718285,527446712,1,2,66.87,cartagena,Caribe
413,"BALUARTE DEL CARIBE, Apartamento en Venta en Lomas de san bernardo, Cartagena",https://www.fincaraiz.com.co/proyectos-vivienda/baluarte-del-caribe-apartamentos-en-venta-en-daniel-lemaitre-cartagena/4682857,300000000,2,2,58.5,cartagena,Caribe
414,"Bulevar del Puente, Apartamento en Venta en Piedecuesta",https://www.fincaraiz.com.co/proyectos-vivienda/bulevar-del-puente-apartamentos-en-venta-en-piedecuesta/15017194,195000000,2,2,59.48,piedecuesta,desconocido
415,"ALTOS DEL PARQUE, Apartamento en Venta en Villa carolina, Barranquilla",https://www.fincaraiz.com.co/proyectos-vivienda/altos-del-parque-apartamentos-en-venta-en-villa-carolina-barranquilla/10388671,466170000,3,2,85.97,barranquilla,Caribe
416,"BORA CAMPESTRE, Casa en Venta en El bosque, Caicedonia",https://www.fincaraiz.com.co/proyectos-vivienda/bora-campestre-casas-en-venta-en-caicedonia/15017085,273962500,2,2,70.7,caicedonia,desconocido
417,"VIVANTE, Apartamento en Venta en La Morada, Jamundí",https://www.fincaraiz.com.co/proyectos-vivienda/vivante-apartamentos-en-venta-en-la-morada-jamundi/10972642,225500000,2,2,58.95,jamundí,desconocido
418,"BURGOS CASTILLA RESERVADO, Apartamento en Venta en El tintal, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/burgos-castilla-reservado-apartamentos-en-venta-en-el-tintal-bogota/3788692,348098000,2,2,51.93,bogotá,Orinoquía
419,"MARAWA, Apartamento en Venta en Bello horizonte, Santa marta",https://www.fincaraiz.com.co/proyectos-vivienda/marawa-apartamentos-en-venta-en-bello-horizonte-santa-marta/10463767,1710840000,3,3,132.5,santa marta,Caribe
